hash,diff,message,project,split,diff_languages
d05d9605c3dd887ce50203aeda9d4c7303fc1672,"diff --git a/src/main/java/eu/bitwalker/useragentutils/OperatingSystem.java b/src/main/java/eu/bitwalker/useragentutils/OperatingSystem.java
index <HASH>..<HASH> 100644
--- a/src/main/java/eu/bitwalker/useragentutils/OperatingSystem.java
+++ b/src/main/java/eu/bitwalker/useragentutils/OperatingSystem.java
@@ -245,8 +245,9 @@ public enum OperatingSystem {
 	
 	/*
 	 * Shortcut to check of an operating system is a mobile device.
-	 * Left in here for backwards compatibility.
+	 * Left in here for backwards compatibility. Use .getDeciceType() instead.
 	 */
+	@Deprecated
 	public boolean isMobileDevice() {
 		return deviceType.equals(DeviceType.MOBILE);
 	}",Mark isMobileDevice as deprecated,HaraldWalker_user-agent-utils,train,java
b752f17b71c1cb30ee1cf6e2b0580ab1a43699e9,"diff --git a/h2o-core/src/main/java/hex/Model.java b/h2o-core/src/main/java/hex/Model.java
index <HASH>..<HASH> 100755
--- a/h2o-core/src/main/java/hex/Model.java
+++ b/h2o-core/src/main/java/hex/Model.java
@@ -2081,7 +2081,7 @@ public abstract class Model<M extends Model<M,P,O>, P extends Model.Parameters, 
           return true;
         } catch (Exception e) {
           e.printStackTrace();
-          throw H2O.fail(""Internal POJO compilation failed"",e);
+          throw new IllegalStateException(""Internal POJO compilation failed"",e);
         }
 
         // Check that POJO has the expected interfaces
@@ -2131,7 +2131,7 @@ public abstract class Model<M extends Model<M,P,O>, P extends Model.Parameters, 
             features = MemoryManager.malloc8d(genmodel._names.length);
           } catch (IOException e1) {
             e1.printStackTrace();
-            throw H2O.fail(""Internal MOJO loading failed"", e1);
+            throw new IllegalStateException(""Internal MOJO loading failed"", e1);
           } finally {
             boolean deleted = new File(filename).delete();
             if (!deleted) Log.warn(""Failed to delete the file"");",There is no reason to halt tests completely when POJO/MOJO loading fails,h2oai_h2o-3,train,java
e6b3a40b360ba53738d9de69568aaafae7dc9367,"diff --git a/api/charms/client.go b/api/charms/client.go
index <HASH>..<HASH> 100644
--- a/api/charms/client.go
+++ b/api/charms/client.go
@@ -95,7 +95,9 @@ func (c *Client) ResolveCharms(charms []CharmToResolve) ([]ResolvedCharm, error)
 	return resolvedCharms, nil
 }
 
-// DownloadInfo holds the information for a given DownloadInfo.
+// DownloadInfo holds the URL and Origin for a charm that requires downloading
+// on the client side. This is mainly for bundles as we don't resolve bundles
+// on the server.
 type DownloadInfo struct {
 	URL    string
 	Origin apicharm.Origin
diff --git a/charmhub/refresh.go b/charmhub/refresh.go
index <HASH>..<HASH> 100644
--- a/charmhub/refresh.go
+++ b/charmhub/refresh.go
@@ -31,7 +31,7 @@ const (
 	RefreshAction Action = ""refresh""
 )
 
-// RefreshPlatform defines a platform refreshing charms.
+// RefreshPlatform defines a platform for selecting a specific charm.
 type RefreshPlatform struct {
 	Architecture string
 	OS           string","Clean up the comment describing the DownloadInfo

The comment was rather tautological so clean it up to better explain
what the payload is for.",juju_juju,train,"go,go"
0220590a67e616086b42b61a976d0a3e2e4232f1,"diff --git a/src/context.js b/src/context.js
index <HASH>..<HASH> 100644
--- a/src/context.js
+++ b/src/context.js
@@ -40,7 +40,7 @@ function _gpfReduceContext (path, reducer) {
  * - when `""gpf""`, it **always** returns the GPF object
  * - when it leads to nothing, `undefined` is returned
 
- * @typedef {*} gpfTypeContextResult
+ * @typedef {*} gpf.typedef.contextResult
  * @since 0.1.5
  */
 
@@ -51,7 +51,7 @@ function _gpfReduceContext (path, reducer) {
  * @param {Boolean} [createMissingParts=false] If the path includes undefined parts and createMissingParts is true,
  * it allocates a default empty object. This allows building namespaces on the fly.
  *
- * @return {gpfTypeContextResult} Resolved path
+ * @return {gpf.typedef.contextResult} Resolved path
  * @since 0.1.5
  */
 function _gpfContext (path, createMissingParts) {
@@ -69,7 +69,7 @@ function _gpfContext (path, createMissingParts) {
  *
  * @param {String} path Dot separated list of identifiers
  *
- * @return {gpfTypeContextResult} Resolved path
+ * @return {gpf.typedef.contextResult} Resolved path
  * @since 0.1.5
  */
 gpf.context = function (path) {",Makes the type definition gpf specific and not global,ArnaudBuchholz_gpf-js,train,js
e632b31689afb047d3d7b8e104dc5f89c074c63e,"diff --git a/measure_it.py b/measure_it.py
index <HASH>..<HASH> 100644
--- a/measure_it.py
+++ b/measure_it.py
@@ -3,11 +3,11 @@ from functools import wraps
 
 # if your metric function throws an exception or is slow, you suck.
 
-def print_metric(name, count, total_time):
+def print_metric(name, count, elapsed):
     if name is not None:
-        print(""%s: %d elements in %f seconds""%(name, count, total_time))
+        print(""%s: %d elements in %f seconds""%(name, count, elapsed))
     else:
-        print(""%d elements in %f seconds""%(count, total_time))
+        print(""%d elements in %f seconds""%(count, elapsed))
 
 def measure(iterable, metric = print_metric, name = None):
     """"""Record count and time statistics for consuming an iterable
@@ -85,4 +85,15 @@ def _measure_each_decorate(metric = print_metric, name = None):
         return wrapped
     return wrapper
 
-measure_each.func = _measure_each_decorate
\ No newline at end of file
+measure_each.func = _measure_each_decorate
+
+try:
+    from statsd import statsd
+    if not statsd: raise RuntimeError(""no statsd"")
+except Exception:
+    pass
+else:
+    def statsd_metric(name, count, elapsed):
+        with statsd.pipeline as pipe:
+            pipe.incr(name, count)
+            pipe.timing(name, int(round(1000 * dt)))  # Convert to ms.
\ No newline at end of file",rename var and add statsd support,wearpants_instrument,train,py
3ada3afa7f49f00dac2a28cd3e6a88bd431be931,"diff --git a/packages/ember-metal/lib/is_none.js b/packages/ember-metal/lib/is_none.js
index <HASH>..<HASH> 100644
--- a/packages/ember-metal/lib/is_none.js
+++ b/packages/ember-metal/lib/is_none.js
@@ -9,7 +9,7 @@
   Ember.isNone(undefined);     // true
   Ember.isNone('');            // false
   Ember.isNone([]);            // false
-  Ember.isNone(function() {});  // false
+  Ember.isNone(function() {}); // false
   ```
 
   @method isNone","[DOC] Fix alignment in examples

According to <URL>",emberjs_ember.js,train,js
01dceeef46ce2dd034aaf9919c209dd16662baf1,"diff --git a/lib/ansiblelint/rules/RoleNames.py b/lib/ansiblelint/rules/RoleNames.py
index <HASH>..<HASH> 100644
--- a/lib/ansiblelint/rules/RoleNames.py
+++ b/lib/ansiblelint/rules/RoleNames.py
@@ -48,8 +48,8 @@ class RoleNames(AnsibleLintRule):
     def match(self, file, text):
 
         path = file['path'].split(""/"")
-        if ""roles"" in path:
-            role_name = path[path.index(""roles"") + 1]
+        if ""tasks"" in path:
+            role_name = path[path.index(""tasks"") - 1]
             if role_name in self.done:
                 return False
             self.done.append(role_name)",E<I>: Role name should be the parent dir of tasks (#<I>),ansible_ansible-lint,train,py
731fd1cb24017a36234de23d322575be24019d40,"diff --git a/services/service_broker_lifecycle_test.go b/services/service_broker_lifecycle_test.go
index <HASH>..<HASH> 100644
--- a/services/service_broker_lifecycle_test.go
+++ b/services/service_broker_lifecycle_test.go
@@ -69,6 +69,6 @@ var _ = Describe(""Service Broker Lifecycle"", func() {
 		Expect(session).NotTo(Say(broker.Service.Name))
 		Expect(session).NotTo(Say(broker.Plan.Name))
 
-		helpers.Require(Cf(""delete"", broker.Name, ""-f"")).To(ExitWithTimeout(0, 2*time.Second))
+		helpers.Require(Cf(""delete"", broker.Name, ""-f"")).To(ExitWithTimeout(0, 10*time.Second))
 	})
 })",increase timeout of app delete to <I> seconds,cloudfoundry_cf-acceptance-tests,train,go
0c82bc6863fa8ef911ab3d61614902e0673bad30,"diff --git a/commerce-subscription-web/src/main/java/com/liferay/commerce/subscription/web/internal/portlet/CommerceSubscriptionEntryPortlet.java b/commerce-subscription-web/src/main/java/com/liferay/commerce/subscription/web/internal/portlet/CommerceSubscriptionEntryPortlet.java
index <HASH>..<HASH> 100644
--- a/commerce-subscription-web/src/main/java/com/liferay/commerce/subscription/web/internal/portlet/CommerceSubscriptionEntryPortlet.java
+++ b/commerce-subscription-web/src/main/java/com/liferay/commerce/subscription/web/internal/portlet/CommerceSubscriptionEntryPortlet.java
@@ -44,7 +44,6 @@ import org.osgi.service.component.annotations.Reference;
 		""com.liferay.portlet.add-default-resource=true"",
 		""com.liferay.portlet.css-class-wrapper=portlet-commerce-product-subscription"",
 		""com.liferay.portlet.display-category=category.hidden"",
-		""com.liferay.portlet.header-portlet-css=/css/main.css"",
 		""com.liferay.portlet.layout-cacheable=true"",
 		""com.liferay.portlet.preferences-owned-by-group=true"",
 		""com.liferay.portlet.preferences-unique-per-layout=false"",",COMMERCE-<I> Removed useless portlet property,liferay_com-liferay-commerce,train,java
13bbdc09ece4f48e9b2537092a4505a3942e373b,"diff --git a/railties/test/generators/app_generator_test.rb b/railties/test/generators/app_generator_test.rb
index <HASH>..<HASH> 100644
--- a/railties/test/generators/app_generator_test.rb
+++ b/railties/test/generators/app_generator_test.rb
@@ -214,14 +214,14 @@ class AppGeneratorTest < Rails::Generators::TestCase
 
   def test_new_application_load_defaults
     app_root = File.join(destination_root, ""myfirstapp"")
-    run_generator [app_root, ""--no-skip-javascript""]
+    run_generator [app_root]
 
     output = nil
 
     assert_file ""#{app_root}/config/application.rb"", /\s+config\.load_defaults #{Rails::VERSION::STRING.to_f}/
 
     Dir.chdir(app_root) do
-      output = `./bin/rails r ""puts Rails.application.config.assets.unknown_asset_fallback""`
+      output = `SKIP_REQUIRE_WEBPACKER=true ./bin/rails r ""puts Rails.application.config.assets.unknown_asset_fallback""`
     end
 
     assert_equal ""false\n"", output","Avoid `webpacker:install` if unnecessary

Since this is a test to check the behavior of `load_defaults`,
webpacker is unnecessary.",rails_rails,train,rb
d427a6aa705005075f57dbcf46bc234e73c6ed0d,"diff --git a/lib/Doctrine/ODM/MongoDB/Mapping/Driver/XmlDriver.php b/lib/Doctrine/ODM/MongoDB/Mapping/Driver/XmlDriver.php
index <HASH>..<HASH> 100644
--- a/lib/Doctrine/ODM/MongoDB/Mapping/Driver/XmlDriver.php
+++ b/lib/Doctrine/ODM/MongoDB/Mapping/Driver/XmlDriver.php
@@ -184,6 +184,7 @@ class XmlDriver extends AbstractFileDriver
             'embedded'       => true,
             'targetDocument' => isset($attributes['target-document']) ? (string) $attributes['target-document'] : null,
             'name'           => (string) $attributes['field'],
+            'strategy'       => isset($attributes['strategy']) ? (string) $attributes['strategy'] : 'pushPull',
         );
         $this->addFieldMapping($class, $mapping);
     }
@@ -201,6 +202,7 @@ class XmlDriver extends AbstractFileDriver
             'reference'      => true,
             'targetDocument' => isset($attributes['target-document']) ? (string) $attributes['target-document'] : null,
             'name'           => (string) $attributes['field'],
+            'strategy'       => isset($attributes['strategy']) ? (string) $attributes['strategy'] : 'pushPull',
         );
         $this->addFieldMapping($class, $mapping);
     }",Add strategy attribute to reference and embed mapping in XmlDriver,doctrine_mongodb-odm,train,php
58ac1f4a4d4d3fa10156aba947174f32719f23f8,"diff --git a/rocketchat_API/rocketchat.py b/rocketchat_API/rocketchat.py
index <HASH>..<HASH> 100644
--- a/rocketchat_API/rocketchat.py
+++ b/rocketchat_API/rocketchat.py
@@ -352,6 +352,10 @@ class RocketChat:
         """"""Adds a user to the channel.""""""
         return self.__call_api_post('channels.invite', roomId=room_id, userId=user_id, kwargs=kwargs)
 
+    def channels_join(self, room_id, join_code, **kwargs):
+        """"""Joins yourself to the channel.""""""
+        return self.__call_api_post('channels.join', roomId=room_id, joinCode=join_code, kwargs=kwargs)
+
     def channels_kick(self, room_id, user_id, **kwargs):
         """"""Removes a user from the channel.""""""
         return self.__call_api_post('channels.kick', roomId=room_id, userId=user_id, kwargs=kwargs)",Fixes #<I> by adding the channels.join API endpoint,jadolg_rocketchat_API,train,py
8072dc6f4cedb6a750dadc5fdc4e890c11ae1102,"diff --git a/flask_ipblock/documents.py b/flask_ipblock/documents.py
index <HASH>..<HASH> 100644
--- a/flask_ipblock/documents.py
+++ b/flask_ipblock/documents.py
@@ -11,7 +11,7 @@ class IPNetwork(Document):
     whitelist = BooleanField(default=False)
 
     meta = {
-        'indexes': [('start', 'stop')]
+        'indexes': [('start', 'stop', 'whitelist')]
     }
 
     @classmethod",adding whitelist to indexed fields.,closeio_flask-ipblock,train,py
0484b2c3254238a6c534f7d417c12c10b694f0d0,"diff --git a/utils.go b/utils.go
index <HASH>..<HASH> 100644
--- a/utils.go
+++ b/utils.go
@@ -197,7 +197,7 @@ func RootIsShared() bool {
 	if data, err := ioutil.ReadFile(""/proc/self/mountinfo""); err == nil {
 		for _, line := range strings.Split(string(data), ""\n"") {
 			cols := strings.Split(line, "" "")
-			if len(cols) >= 6 && cols[3] == ""/"" && cols[4] == ""/"" {
+			if len(cols) >= 6 && cols[4] == ""/"" {
 				return strings.HasPrefix(cols[6], ""shared"")
 			}
 		}","RootIsShared: Fix root detection

Column 4 is the mount position, column 3 will not always be
""/"" for the root. On one of my system its ""/root"".",moby_moby,train,go
4bb89a891fa011ca27c27abf30e32a3e57c31d1b,"diff --git a/js/base/Exchange.js b/js/base/Exchange.js
index <HASH>..<HASH> 100644
--- a/js/base/Exchange.js
+++ b/js/base/Exchange.js
@@ -11,7 +11,8 @@ const { deepExtend
       , extend
       , sleep
       , timeout
-      , sortBy } = functions
+      , sortBy
+      , aggregate } = functions
 
 const { ExchangeError
       , NotSupported",fixing aggregate in fetchL2OrderBook,ccxt_ccxt,train,js
e59bdd9163c589ba7afd828fb0c5014a7470acb0,"diff --git a/spec/unit/software_spec.rb b/spec/unit/software_spec.rb
index <HASH>..<HASH> 100644
--- a/spec/unit/software_spec.rb
+++ b/spec/unit/software_spec.rb
@@ -41,7 +41,7 @@ module Omnibus
       let(:uri) { URI.parse('http://example.com/foo.tar.gz') }
       before { allow(subject).to receive(:source_uri).and_return(uri) }
 
-      it_behaves_like 'a cleanroom getter', :downloaded_file
+      it_behaves_like 'a cleanroom getter', :project_file
     end
 
     describe ""with_standard_compiler_flags helper"" do","project_file, not downloaded_file",chef_omnibus,train,rb
2e76a3a4d416cb1e40b5dba07940395a791df54b,"diff --git a/src/__/collections/set.php b/src/__/collections/set.php
index <HASH>..<HASH> 100644
--- a/src/__/collections/set.php
+++ b/src/__/collections/set.php
@@ -37,12 +37,10 @@ function set($collection, $path, $value = null)
         return $collection;
     }
 
-    $path = \__::split($path, '.');
-    // TODO Use __::first($portions)
-    $key  = \array_shift($path);
+    $portions = \__::split($path, '.', 2);
+    $key  = $portions[0];
 
-    // TODO Use __::isEmpty($portions)
-    if (\count($path) === 0) {
+    if (\count($portions) === 1) {
         $collection = call_user_func_array($setter, [$collection, $key, $value]);
     } else {
         if (
@@ -58,7 +56,7 @@ function set($collection, $path, $value = null)
         $collection = call_user_func_array(
             $setter,
             // TODO Use __::join(__::drop($portions), '.')
-            [$collection, $key, set(\__::get($collection, $key), implode('.', $path), $value)]
+            [$collection, $key, set(\__::get($collection, $key), $portions[1], $value)]
         );
     }",Use __::split() with limit to 2 in __::set() implementation,maciejczyzewski_bottomline,train,php
757a7a7989fed2c5f9217c0ad3d7d4c310f719f3,"diff --git a/hook/pre-commit.js b/hook/pre-commit.js
index <HASH>..<HASH> 100644
--- a/hook/pre-commit.js
+++ b/hook/pre-commit.js
@@ -365,7 +365,11 @@ var doWithStashIf = function ( condition ) {
       } );
     } );
   }
-  return Promise.resolve();
+  return Promise.resolve( {
+    success: true, restoreFn: function () {
+      return Promise.resolve();
+    }
+  } );
 };
 
 var main = function () {",FIX: execute the precommit scripts when directory not dirty,royriojas_precommit,train,js
449def7234e636664aa4435871a91a31ec610270,"diff --git a/core/server/data/fixtures/index.js b/core/server/data/fixtures/index.js
index <HASH>..<HASH> 100644
--- a/core/server/data/fixtures/index.js
+++ b/core/server/data/fixtures/index.js
@@ -289,16 +289,21 @@ to004 = function to004() {
                 posts.each(function (post) {
                     var order = 0;
                     post.related('tags').each(function (tag) {
-                        tagOps.push(post.tags().updatePivot(
-                            {sort_order: order}, _.extend({}, options, {query: {where: {tag_id: tag.id}}})
-                        ));
+                        tagOps.push((function (order) {
+                            var sortOrder = order;
+                            return function () {
+                                return post.tags().updatePivot(
+                                    {sort_order: sortOrder}, _.extend({}, options, {query: {where: {tag_id: tag.id}}})
+                                );
+                            };
+                        }(order)));
                         order += 1;
                     });
                 });
             }
             if (tagOps.length > 0) {
                 logInfo('Updating order on ' + tagOps.length + ' tags');
-                return Promise.all(tagOps);
+                return sequence(tagOps);
             }
         });
     };","Switch to using sequence for updating tags

no issue

- makes upgrading very large numbers of posts & tags more reliable",TryGhost_Ghost,train,js
1fdd8b8d831a31aea44c445ab4cbd1a910b88b2f,"diff --git a/modules/Common.php b/modules/Common.php
index <HASH>..<HASH> 100644
--- a/modules/Common.php
+++ b/modules/Common.php
@@ -384,7 +384,7 @@ class Piwik_Common
 	* 
 	* @return string Continent (3 letters code : afr, asi, eur, amn, ams, oce)
 	*/
-	function getContinent($country)
+	static function getContinent($country)
 	{
 		require_once PIWIK_DATAFILES_INCLUDE_PATH . ""/Countries.php"";
 		
@@ -407,7 +407,7 @@ class Piwik_Common
 	* 
 	* @return string 
 	*/
-	function getCountry( $lang )
+	static function getCountry( $lang )
 	{
 		require_once PIWIK_DATAFILES_INCLUDE_PATH . ""/Countries.php"";","- fix Non-static method Piwik_Common::getCountry() should not be called statically, assuming $this from incompatible context

git-svn-id: <URL>",matomo-org_matomo,train,php
dba10561f7a784fc05c300a67088c40678f75f09,"diff --git a/lionengine-game/src/main/java/com/b3dgs/lionengine/game/collision/tile/MapTileCollisionRendererModel.java b/lionengine-game/src/main/java/com/b3dgs/lionengine/game/collision/tile/MapTileCollisionRendererModel.java
index <HASH>..<HASH> 100644
--- a/lionengine-game/src/main/java/com/b3dgs/lionengine/game/collision/tile/MapTileCollisionRendererModel.java
+++ b/lionengine-game/src/main/java/com/b3dgs/lionengine/game/collision/tile/MapTileCollisionRendererModel.java
@@ -226,6 +226,9 @@ public class MapTileCollisionRendererModel implements MapTileCollisionRenderer
     @Override

     public void renderTile(Graphic g, Tile tile, int x, int y)

     {

-        renderCollision(g, tile.getFeature(TileCollision.class), x, y);

+        if (tile.hasFeature(TileCollision.class))

+        {

+            renderCollision(g, tile.getFeature(TileCollision.class), x, y);

+        }

     }

 }",#<I>: Check collision feature presence before rendering.,b3dgs_lionengine,train,java
91a5ebee6f5ac0f36789b0a9bcd42828cbde8f9a,"diff --git a/lavalink/PlayerManager.py b/lavalink/PlayerManager.py
index <HASH>..<HASH> 100644
--- a/lavalink/PlayerManager.py
+++ b/lavalink/PlayerManager.py
@@ -1,6 +1,6 @@
 from abc import ABC, abstractmethod

 from random import randrange

-from .Events import QueueEndEvent, TrackExceptionEvent, TrackEndEvent, TrackStartEvent

+from .Events import QueueEndEvent, TrackExceptionEvent, TrackEndEvent, TrackStartEvent, TrackStuckEvent

 from .AudioTrack import AudioTrack",Whoops! How did flake8 not pick this up,Devoxin_Lavalink.py,train,py
15442b9667ad2f047d06737f9aa2a70a5b02f1b3,"diff --git a/spring-boot-autoconfigure/src/main/java/org/springframework/boot/autoconfigure/web/ResourceProperties.java b/spring-boot-autoconfigure/src/main/java/org/springframework/boot/autoconfigure/web/ResourceProperties.java
index <HASH>..<HASH> 100644
--- a/spring-boot-autoconfigure/src/main/java/org/springframework/boot/autoconfigure/web/ResourceProperties.java
+++ b/spring-boot-autoconfigure/src/main/java/org/springframework/boot/autoconfigure/web/ResourceProperties.java
@@ -116,7 +116,7 @@ public class ResourceProperties implements ResourceLoaderAware {
 		return result;
 	}
 
-	public List<Resource> getFaviconLocations() {
+	List<Resource> getFaviconLocations() {
 		List<Resource> locations = new ArrayList<Resource>(
 				CLASSPATH_RESOURCE_LOCATIONS.length + 1);
 		if (this.resourceLoader != null) {","Avoid wrong meta-data

Make `getFaviconLocations` package private so that it's not (wrongly)
exposed in the meta-data.

Closes gh-<I>",spring-projects_spring-boot,train,java
167af5fd4294588a9f0f3dd129873442cc6c26d9,"diff --git a/lib/falcor/Model.js b/lib/falcor/Model.js
index <HASH>..<HASH> 100644
--- a/lib/falcor/Model.js
+++ b/lib/falcor/Model.js
@@ -10,6 +10,7 @@ var call = require('./operations/call');
 var operations = require('./operations');
 var pathSyntax = require('falcor-path-syntax');
 var getBoundValue = require('./../get/getBoundValue');
+var collect = require('../lru/collect');
 var slice = Array.prototype.slice;
 var $ref = require('./../types/path');
 var $error = require('./../types/error');
@@ -140,7 +141,17 @@ Model.prototype = {
         });
     },
     setCache: function(cache) {
-        return (this._cache = {}) && this._setCache(this, cache);
+        var size = this._cache && this._cache.$size || 0;
+        var lru = this._root;
+        var expired = lru.expired;
+        this._cache = {};
+        collect(lru, expired, -1, size, 0, 0);
+        if(Array.isArray(cache.paths) && cache.jsong && typeof cache.jsong === ""object"") {
+            this._setJSONGsAsJSON(this, [cache], []);
+        } else {
+            this._setCache(this, cache);
+        }
+        return this;
     },
     getCache: function() {
         var pathmaps = [{}];",Fixes setCache to accept a JSON Graph Envelope,Netflix_falcor,train,js
845eee62fd8a5d14ae69d235ee8c7a918b30e6c8,"diff --git a/src/Ouzo/Migrations/Migration/MigrationDbConfig.php b/src/Ouzo/Migrations/Migration/MigrationDbConfig.php
index <HASH>..<HASH> 100644
--- a/src/Ouzo/Migrations/Migration/MigrationDbConfig.php
+++ b/src/Ouzo/Migrations/Migration/MigrationDbConfig.php
@@ -46,7 +46,7 @@ class MigrationDbConfig
 
     public function __toString(): string
     {
-        return Objects::toString($this);
+        return Objects::toString($this->dbConfig);
     }
 
     public function toArray(): array",[migrations] Extracted migrations related classes - cleanup.,letsdrink_ouzo,train,php
5d48b95e9d991baed11e1ad0b73a193e80e85f7c,"diff --git a/lxd/firewall/firewall_interface.go b/lxd/firewall/firewall_interface.go
index <HASH>..<HASH> 100644
--- a/lxd/firewall/firewall_interface.go
+++ b/lxd/firewall/firewall_interface.go
@@ -13,7 +13,7 @@ type Firewall interface {
 	Compat() (bool, error)
 
 	NetworkSetup(networkName string, opts drivers.Opts) error
-	NetworkClear(networkName string, ipVersion uint) error
+	NetworkClear(networkName string, delete bool, ipVersions []uint) error
 
 	InstanceSetupBridgeFilter(projectName string, instanceName string, deviceName string, parentName string, hostName string, hwAddr string, IPv4 net.IP, IPv6 net.IP) error
 	InstanceClearBridgeFilter(projectName string, instanceName string, deviceName string, parentName string, hostName string, hwAddr string, IPv4 net.IP, IPv6 net.IP) error","lxd/firewall/firewall/interface: Adds delete and ipVersions slice args to NetworkClear

So that one call to NetworkClear can clear all rules as needed, and we can indicate if network-specific chains need to be deleted.",lxc_lxd,train,go
4334fa7b99cc6007c055df123adc52fd5ae2f1f6,"diff --git a/packages/dai-plugin-scd/test/QueryApi.spec.js b/packages/dai-plugin-scd/test/QueryApi.spec.js
index <HASH>..<HASH> 100644
--- a/packages/dai-plugin-scd/test/QueryApi.spec.js
+++ b/packages/dai-plugin-scd/test/QueryApi.spec.js
@@ -1,9 +1,9 @@
 import QueryApi from '../src/QueryApiScd';
 
-test('getCdpIdsForOwner on kovan', async () => {
-  const q = new QueryApi('kovan');
+test('getCdpIdsForOwner on mainnet', async () => {
+  const q = new QueryApi('mainnet');
   const ids = await q.getCdpIdsForOwner(
-    '0x90d01f84f8db06d9af09054fe06fb69c1f8ee9e9'
+    '0xa464c0873368367778f2981eA1e65E5DC646bb9e'
   );
-  expect(ids).toEqual([4756, 4751, 1821]);
+  expect(ids).toEqual([30]);
 });",update scd query api test now that sai-kovan api has been shut down,makerdao_dai.js,train,js
bf11eb637e64be1ba806df764af1c24294dd59ad,"diff --git a/es/ae/aens.js b/es/ae/aens.js
index <HASH>..<HASH> 100644
--- a/es/ae/aens.js
+++ b/es/ae/aens.js
@@ -114,7 +114,7 @@ async function query (name, opt = {}) {
   const nameId = o.id
 
   return Object.freeze(Object.assign(o, {
-    pointers: o.pointers || {},
+    pointers: o.pointers || [],
     update: async (target, options) => {
       return {
         ...(await this.aensUpdate(nameId, target, R.merge(opt, options))),",aensQuery: Fix default value of pointers field (#<I>),aeternity_aepp-sdk-js,train,js
5bf4e8619859c66d8484fb058f89e4373df45114,"diff --git a/Kwf/User/Row.php b/Kwf/User/Row.php
index <HASH>..<HASH> 100644
--- a/Kwf/User/Row.php
+++ b/Kwf/User/Row.php
@@ -108,6 +108,11 @@ class Kwf_User_Row extends Kwf_Model_RowCache_Row
         throw new Kwf_Exception();
     }
 
+    public function getAdditionalRoles()
+    {
+        return $this->getProxiedRow()->getAdditionalRoles();
+    }
+
     //moved to model
     protected final function _allowFrontendUrls()
     {}",added the getAdditionalRolesFunction to the User Row Controller for the User ProxyModel,koala-framework_koala-framework,train,php
2986793345ed6e9fbc4ac4f08307acb37b830d72,"diff --git a/setup.py b/setup.py
index <HASH>..<HASH> 100644
--- a/setup.py
+++ b/setup.py
@@ -7,7 +7,7 @@ with open('requirements.txt') as f:
 
 setup(
     name='pyicloud',
-    version='0.5.1',
+    version='0.5.2',
     url='https://github.com/picklepete/pyicloud',
     description=(
         'PyiCloud is a module which allows pythonistas to '",Release <I>; only for updating PyPI record.,picklepete_pyicloud,train,py
ae5dfaa756e596db18aa299f6c121070c2174ed5,"diff --git a/lib/specjour/db_scrub.rb b/lib/specjour/db_scrub.rb
index <HASH>..<HASH> 100644
--- a/lib/specjour/db_scrub.rb
+++ b/lib/specjour/db_scrub.rb
@@ -32,6 +32,7 @@ module Specjour
 
     def connect_to_database
       ActiveRecord::Base.remove_connection
+      ActiveRecord::Base.establish_connection
       connection
     rescue # assume the database doesn't exist
       Rake::Task['db:create'].invoke",Set up DB config before connecting to DB,sandro_specjour,train,rb
274ff46894f01a408f32d6247690a612ef1da338,"diff --git a/src/Iterator.php b/src/Iterator.php
index <HASH>..<HASH> 100644
--- a/src/Iterator.php
+++ b/src/Iterator.php
@@ -11,7 +11,5 @@ class Iterator
     /**
      *
      */
-    use Config\Count;
-    use Config\Iterator;
     use Config\ModelObject;
 }",model object contains count and iterator,mvc5_mvc5,train,php
a16a6cf01b4927e4912fb0234b27cdd85a24d6b9,"diff --git a/trimesh/base.py b/trimesh/base.py
index <HASH>..<HASH> 100644
--- a/trimesh/base.py
+++ b/trimesh/base.py
@@ -2049,8 +2049,8 @@ class Trimesh(Geometry):
                     plane_normal,
                     **kwargs):
         """"""
-        Returns another mesh that is the current mesh
-        sliced by the plane defined by origin and normal.
+        Slice the mesh with a plane, returning a new mesh that is the
+        portion of the original mesh to the positive normal side of the plane
 
         Parameters
         ------------
@@ -2062,7 +2062,8 @@ class Trimesh(Geometry):
         Returns
         ---------
         new_mesh: trimesh.Trimesh or None
-          Subset of current mesh sliced by plane
+          Subset of current mesh that intersects the half plane
+          to the positive normal side of the plane
         """"""
 
         # return a new mesh",Clarify comment for slice_plane,mikedh_trimesh,train,py
6a2a93f986bce4c4f5256d1c2f2a118e7b3264d2,"diff --git a/collections_.py b/collections_.py
index <HASH>..<HASH> 100644
--- a/collections_.py
+++ b/collections_.py
@@ -3,7 +3,7 @@
 #
 # Copyright © 2009 Michael Lenzen <m.lenzen@gmail.com>
 #
-_version = '0.1.1'
+_version = '0.1.2'
 
 __all__ = ['collection', 'Collection', 'Mutable', 'set', 'frozenset', 'setlist', 'frozensetlist', 'bag', 'frozenbag']",Incremented to version <I>,mlenzen_collections-extended,train,py
